doctor,entity_type,patient_num,ranknet_score
fm_1,human,911,1.3999428749084473
fm_1,human,915,-1.1556799411773682
fm_1,human,917,-0.06257752329111099
fm_1,human,918,-1.64443039894104
fm_1,human,919,-1.239274263381958
fm_1,human,921,-1.2153770923614502
fm_1,human,922,0.7297139763832092
fm_1,human,923,0.6430277228355408
fm_1,human,924,-0.4809107780456543
fm_1,human,925,-0.9115907549858093
fm_1,human,926,-1.8815057277679443
fm_1,human,927,0.7300522923469543
fm_1,human,931,-1.2273664474487305
fm_1,human,934,1.1027464866638184
fm_1,human,935,-0.04012924060225487
fm_1,human,936,-0.5848692059516907
fm_1,human,937,0.7297139763832092
fm_1,human,939,-1.7241952419281006
fm_1,human,940,-1.0503756999969482
fm_1,human,942,0.1836622655391693
fm_1,human,943,-1.2635350227355957
fm_1,human,947,-1.7681772708892822
fm_1,human,948,-0.16473868489265442
fm_1,human,949,0.09497920423746109
fm_1,human,950,0.41556867957115173
fm_1,human,951,0.5510672926902771
fm_1,human,960,-1.6992406845092773
fm_1,human,962,0.3265050947666168
fm_1,human,964,-0.9038887619972229
fm_1,human,971,-1.8392589092254639
fm_1,human,974,-1.661830186843872
fm_1,human,975,0.8870009779930115
fm_1,human,976,-0.7023446559906006
fm_1,human,978,-1.3010404109954834
fm_1,human,979,-0.9314282536506653
fm_1,human,986,-1.699276328086853
fm_1,human,987,-1.2197144031524658
fm_1,human,989,0.5672691464424133
fm_1,human,990,0.6917569041252136
fm_1,human,991,-1.4818174839019775
fm_1,human,992,-0.8187448978424072
fm_1,human,995,-1.7120084762573242
fm_1,human,996,-1.3224897384643555
fm_1,human,998,-1.3422601222991943
fm_1,human,999,0.6325069665908813
fm_2,human,1,0.850101113319397
fm_2,human,3,-0.7209841012954712
fm_2,human,4,-0.3125250041484833
fm_2,human,6,0.850836992263794
fm_2,human,7,-1.4080384969711304
fm_2,human,8,-1.2924418449401855
fm_2,human,10,0.7131743431091309
fm_2,human,11,-1.8131014108657837
fm_2,human,12,0.9500906467437744
fm_2,human,13,-1.179034948348999
fm_2,human,19,-1.5192618370056152
fm_2,human,24,-1.1087007522583008
fm_2,human,25,1.0305334329605103
fm_2,human,26,0.24081623554229736
fm_2,human,29,0.23350653052330017
fm_2,human,30,-1.6320607662200928
fm_2,human,31,-1.5031752586364746
fm_2,human,32,-0.6139007806777954
fm_2,human,34,-0.3581748604774475
fm_2,human,40,-0.5159052014350891
fm_2,human,42,0.8709196448326111
fm_2,human,43,-0.27365484833717346
fm_2,human,44,-1.403656244277954
fm_2,human,45,-0.3646852970123291
fm_2,human,50,-1.8575631380081177
fm_2,human,52,-0.4646047055721283
fm_2,human,55,0.6736634969711304
fm_2,human,56,0.44438406825065613
fm_2,human,57,-0.8462244272232056
fm_2,human,60,-1.316054105758667
fm_2,human,61,-0.7717790007591248
fm_2,human,62,-0.2967996299266815
fm_2,human,64,-1.837646722793579
fm_2,human,66,0.016653794795274734
fm_2,human,67,1.6852552890777588
fm_2,human,68,0.06042531505227089
fm_2,human,70,-0.7623279094696045
fm_2,human,71,0.4972688853740692
fm_2,human,73,0.9669873714447021
fm_2,human,74,-1.240280032157898
fm_2,human,75,-1.5842742919921875
fm_2,human,77,-1.586881160736084
fm_2,human,78,-1.1701675653457642
fm_2,human,79,0.9459818601608276
fm_2,human,80,-0.6808276176452637
fm_2,human,82,0.8432208895683289
fm_2,human,83,-0.20869871973991394
fm_2,human,84,0.6306228041648865
fm_2,human,85,-1.9159748554229736
fm_2,human,87,-1.2868798971176147
fm_2,human,89,0.3238898813724518
fm_2,human,90,1.0503642559051514
fm_2,human,91,-0.9974879622459412
fm_2,human,93,0.51738440990448
fm_2,human,95,-1.1547760963439941
fm_2,human,97,-0.20359930396080017
fm_2,human,98,-0.27080702781677246
fm_2,human,101,-1.8442034721374512
fm_2,human,102,-0.6258772611618042
fm_2,human,105,-1.82724928855896
fm_2,human,108,-1.3648681640625
fm_2,human,109,1.0533400774002075
fm_2,human,110,0.983816385269165
fm_2,human,111,-1.9138129949569702
fm_2,human,114,-1.1285902261734009
fm_2,human,115,0.5407513380050659
fm_2,human,119,0.013872001320123672
fm_2,human,121,0.7606872916221619
fm_2,human,126,-0.9307966232299805
fm_2,human,132,-0.266371488571167
fm_2,human,133,0.36697399616241455
fm_2,human,134,-1.2875051498413086
fm_2,human,136,-1.3375037908554077
fm_2,human,137,0.4127655029296875
fm_2,human,138,0.8639956712722778
fm_2,human,140,-1.8924349546432495
fm_2,human,141,-1.1559648513793945
fm_2,human,142,-0.24104973673820496
fm_2,human,145,0.9653277397155762
fm_2,human,146,0.729218602180481
fm_2,human,149,1.2177386283874512
fm_2,human,156,-0.8452120423316956
fm_2,human,159,-0.4730559289455414
fm_2,human,164,-1.8380084037780762
fm_2,human,165,-0.02575543150305748
fm_2,human,166,-1.02762770652771
fm_2,human,168,-1.3418976068496704
fm_2,human,169,-1.0724895000457764
fm_2,human,170,0.5792293548583984
fm_2,human,173,-1.0141780376434326
fm_2,human,174,0.776229739189148
fm_2,human,175,0.725132942199707
fm_2,human,177,-0.927253246307373
