doctor,group,config,soft_labels,include_paths,include_auto,syn_cap,include_hier,n_hier_pairs,test_accuracy,test_auc
ph_1,public_health,soft_noPath_noAuto_syn5_hier,True,False,False,5,True,18,0.55,0.552825
ph_1,public_health,soft_noPath_noAuto_syn10_noHier,True,False,False,10,False,0,0.58,0.589525
ph_1,public_health,soft_noPath_noAuto_syn10_hier,True,False,False,10,True,18,0.595,0.6063000000000001
ph_1,public_health,soft_path_auto_syn0_noHier,True,True,True,0,False,0,0.55,0.5595749999999999
ph_1,public_health,soft_path_auto_syn0_hier,True,True,True,0,True,18,0.55,0.588825
ph_1,public_health,soft_path_auto_syn5_noHier,True,True,True,5,False,0,0.55,0.5855750000000001
ph_1,public_health,soft_path_auto_syn5_hier,True,True,True,5,True,18,0.56,0.569375
ph_1,public_health,soft_path_auto_syn10_noHier,True,True,True,10,False,0,0.555,0.58185
ph_1,public_health,soft_path_auto_syn10_hier,True,True,True,10,True,18,0.565,0.57355
ph_1,public_health,soft_path_noAuto_syn0_noHier,True,True,False,0,False,0,0.57,0.5717749999999999
ph_1,public_health,soft_path_noAuto_syn0_hier,True,True,False,0,True,18,0.535,0.5364000000000001
ph_1,public_health,soft_path_noAuto_syn5_noHier,True,True,False,5,False,0,0.53,0.529425
ph_1,public_health,soft_path_noAuto_syn5_hier,True,True,False,5,True,18,0.525,0.5403
ph_1,public_health,soft_path_noAuto_syn10_noHier,True,True,False,10,False,0,0.585,0.5839
ph_1,public_health,soft_path_noAuto_syn10_hier,True,True,False,10,True,18,0.565,0.58635
ph_2,public_health,hard_noPath_auto_syn0_noHier,False,False,True,0,False,0,0.835,0.912275
ph_2,public_health,hard_noPath_auto_syn0_hier,False,False,True,0,True,18,0.82,0.90555
ph_2,public_health,hard_noPath_auto_syn5_noHier,False,False,True,5,False,0,0.765,0.8306749999999999
ph_2,public_health,hard_noPath_auto_syn5_hier,False,False,True,5,True,18,0.825,0.905375
ph_2,public_health,hard_noPath_auto_syn10_noHier,False,False,True,10,False,0,0.79,0.8608
ph_2,public_health,hard_noPath_auto_syn10_hier,False,False,True,10,True,18,0.805,0.878425
ph_2,public_health,hard_noPath_noAuto_syn0_noHier,False,False,False,0,False,0,0.85,0.9365
ph_2,public_health,hard_noPath_noAuto_syn0_hier,False,False,False,0,True,18,0.855,0.936925
ph_2,public_health,hard_noPath_noAuto_syn5_noHier,False,False,False,5,False,0,0.825,0.936275
ph_2,public_health,hard_noPath_noAuto_syn5_hier,False,False,False,5,True,18,0.835,0.921625
ph_2,public_health,hard_noPath_noAuto_syn10_noHier,False,False,False,10,False,0,0.87,0.91835
ph_2,public_health,hard_noPath_noAuto_syn10_hier,False,False,False,10,True,18,0.82,0.9159
ph_2,public_health,hard_path_auto_syn0_noHier,False,True,True,0,False,0,0.81,0.8865999999999999
ph_2,public_health,hard_path_auto_syn0_hier,False,True,True,0,True,18,0.85,0.91635
ph_2,public_health,hard_path_auto_syn5_noHier,False,True,True,5,False,0,0.81,0.9012
ph_2,public_health,hard_path_auto_syn5_hier,False,True,True,5,True,18,0.85,0.9137
ph_2,public_health,hard_path_auto_syn10_noHier,False,True,True,10,False,0,0.795,0.882625
ph_2,public_health,hard_path_auto_syn10_hier,False,True,True,10,True,18,0.8,0.8773000000000001
ph_2,public_health,hard_path_noAuto_syn0_noHier,False,True,False,0,False,0,0.845,0.945625
ph_2,public_health,hard_path_noAuto_syn0_hier,False,True,False,0,True,18,0.865,0.949725
ph_2,public_health,hard_path_noAuto_syn5_noHier,False,True,False,5,False,0,0.84,0.9365
ph_2,public_health,hard_path_noAuto_syn5_hier,False,True,False,5,True,18,0.845,0.931425
ph_2,public_health,hard_path_noAuto_syn10_noHier,False,True,False,10,False,0,0.86,0.9368
ph_2,public_health,hard_path_noAuto_syn10_hier,False,True,False,10,True,18,0.835,0.920875
ph_2,public_health,soft_noPath_auto_syn0_noHier,True,False,True,0,False,0,0.755,0.8241750000000001
ph_2,public_health,soft_noPath_auto_syn0_hier,True,False,True,0,True,18,0.775,0.860025
ph_2,public_health,soft_noPath_auto_syn5_noHier,True,False,True,5,False,0,0.735,0.8032750000000001
ph_2,public_health,soft_noPath_auto_syn5_hier,True,False,True,5,True,18,0.745,0.834675
ph_2,public_health,soft_noPath_auto_syn10_noHier,True,False,True,10,False,0,0.75,0.8261999999999999
ph_2,public_health,soft_noPath_auto_syn10_hier,True,False,True,10,True,18,0.755,0.823225
ph_2,public_health,soft_noPath_noAuto_syn0_noHier,True,False,False,0,False,0,0.9,0.95965
ph_2,public_health,soft_noPath_noAuto_syn0_hier,True,False,False,0,True,18,0.85,0.9537
ph_2,public_health,soft_noPath_noAuto_syn5_noHier,True,False,False,5,False,0,0.83,0.92
ph_2,public_health,soft_noPath_noAuto_syn5_hier,True,False,False,5,True,18,0.84,0.92405
ph_2,public_health,soft_noPath_noAuto_syn10_noHier,True,False,False,10,False,0,0.835,0.914275
ph_2,public_health,soft_noPath_noAuto_syn10_hier,True,False,False,10,True,18,0.84,0.9126
ph_2,public_health,soft_path_auto_syn0_noHier,True,True,True,0,False,0,0.775,0.8373750000000001
ph_2,public_health,soft_path_auto_syn0_hier,True,True,True,0,True,18,0.78,0.8753000000000001
ph_2,public_health,soft_path_auto_syn5_noHier,True,True,True,5,False,0,0.76,0.8268000000000001
ph_2,public_health,soft_path_auto_syn5_hier,True,True,True,5,True,18,0.755,0.8448249999999999
ph_2,public_health,soft_path_auto_syn10_noHier,True,True,True,10,False,0,0.735,0.792425
ph_2,public_health,soft_path_auto_syn10_hier,True,True,True,10,True,18,0.72,0.82245
ph_2,public_health,soft_path_noAuto_syn0_noHier,True,True,False,0,False,0,0.87,0.9527
ph_2,public_health,soft_path_noAuto_syn0_hier,True,True,False,0,True,18,0.875,0.964775
ph_2,public_health,soft_path_noAuto_syn5_noHier,True,True,False,5,False,0,0.815,0.934225
ph_2,public_health,soft_path_noAuto_syn5_hier,True,True,False,5,True,18,0.84,0.93885
ph_2,public_health,soft_path_noAuto_syn10_noHier,True,True,False,10,False,0,0.84,0.9179
ph_2,public_health,soft_path_noAuto_syn10_hier,True,True,False,10,True,18,0.845,0.930725
ph_3,public_health,hard_noPath_auto_syn0_noHier,False,False,True,0,False,0,0.645,0.70235
ph_3,public_health,hard_noPath_auto_syn0_hier,False,False,True,0,True,18,0.63,0.6930750000000001
ph_3,public_health,hard_noPath_auto_syn5_noHier,False,False,True,5,False,0,0.61,0.666625
ph_3,public_health,hard_noPath_auto_syn5_hier,False,False,True,5,True,18,0.635,0.7010500000000001
ph_3,public_health,hard_noPath_auto_syn10_noHier,False,False,True,10,False,0,0.65,0.698075
ph_3,public_health,hard_noPath_auto_syn10_hier,False,False,True,10,True,18,0.62,0.686425
ph_3,public_health,hard_noPath_noAuto_syn0_noHier,False,False,False,0,False,0,0.7,0.764275
ph_3,public_health,hard_noPath_noAuto_syn0_hier,False,False,False,0,True,18,0.69,0.773775
ph_3,public_health,hard_noPath_noAuto_syn5_noHier,False,False,False,5,False,0,0.725,0.7823
ph_3,public_health,hard_noPath_noAuto_syn5_hier,False,False,False,5,True,18,0.675,0.75715
ph_3,public_health,hard_noPath_noAuto_syn10_noHier,False,False,False,10,False,0,0.725,0.7385499999999999
ph_3,public_health,hard_noPath_noAuto_syn10_hier,False,False,False,10,True,18,0.705,0.7779499999999999
ph_3,public_health,hard_path_auto_syn0_noHier,False,True,True,0,False,0,0.7,0.761125
ph_3,public_health,hard_path_auto_syn0_hier,False,True,True,0,True,18,0.695,0.756
ph_3,public_health,hard_path_auto_syn5_noHier,False,True,True,5,False,0,0.675,0.7281
ph_3,public_health,hard_path_auto_syn5_hier,False,True,True,5,True,18,0.725,0.7650000000000001
ph_3,public_health,hard_path_auto_syn10_noHier,False,True,True,10,False,0,0.685,0.72685
ph_3,public_health,hard_path_auto_syn10_hier,False,True,True,10,True,18,0.69,0.741975
ph_3,public_health,hard_path_noAuto_syn0_noHier,False,True,False,0,False,0,0.76,0.8244749999999998
ph_3,public_health,hard_path_noAuto_syn0_hier,False,True,False,0,True,18,0.775,0.82585
ph_3,public_health,hard_path_noAuto_syn5_noHier,False,True,False,5,False,0,0.75,0.8028249999999999
ph_3,public_health,hard_path_noAuto_syn5_hier,False,True,False,5,True,18,0.71,0.8010749999999999
ph_3,public_health,hard_path_noAuto_syn10_noHier,False,True,False,10,False,0,0.745,0.78885
ph_3,public_health,hard_path_noAuto_syn10_hier,False,True,False,10,True,18,0.74,0.805975
ph_3,public_health,soft_noPath_auto_syn0_noHier,True,False,True,0,False,0,0.595,0.65125
ph_3,public_health,soft_noPath_auto_syn0_hier,True,False,True,0,True,18,0.57,0.659625
ph_3,public_health,soft_noPath_auto_syn5_noHier,True,False,True,5,False,0,0.575,0.6307499999999999
ph_3,public_health,soft_noPath_auto_syn5_hier,True,False,True,5,True,18,0.62,0.6795749999999999
ph_3,public_health,soft_noPath_auto_syn10_noHier,True,False,True,10,False,0,0.565,0.62555
ph_3,public_health,soft_noPath_auto_syn10_hier,True,False,True,10,True,18,0.635,0.6827000000000001
ph_3,public_health,soft_noPath_noAuto_syn0_noHier,True,False,False,0,False,0,0.69,0.757975
ph_3,public_health,soft_noPath_noAuto_syn0_hier,True,False,False,0,True,18,0.67,0.763625
ph_3,public_health,soft_noPath_noAuto_syn5_noHier,True,False,False,5,False,0,0.695,0.7409
ph_3,public_health,soft_noPath_noAuto_syn5_hier,True,False,False,5,True,18,0.71,0.7742249999999999
ph_3,public_health,soft_noPath_noAuto_syn10_noHier,True,False,False,10,False,0,0.68,0.7166250000000001
ph_3,public_health,soft_noPath_noAuto_syn10_hier,True,False,False,10,True,18,0.69,0.741075
ph_3,public_health,soft_path_auto_syn0_noHier,True,True,True,0,False,0,0.64,0.680775
ph_3,public_health,soft_path_auto_syn0_hier,True,True,True,0,True,18,0.63,0.695025
ph_3,public_health,soft_path_auto_syn5_noHier,True,True,True,5,False,0,0.645,0.67815
ph_3,public_health,soft_path_auto_syn5_hier,True,True,True,5,True,18,0.645,0.6727
ph_3,public_health,soft_path_auto_syn10_noHier,True,True,True,10,False,0,0.66,0.677825
ph_3,public_health,soft_path_auto_syn10_hier,True,True,True,10,True,18,0.64,0.676625
ph_3,public_health,soft_path_noAuto_syn0_noHier,True,True,False,0,False,0,0.745,0.81685
ph_3,public_health,soft_path_noAuto_syn0_hier,True,True,False,0,True,18,0.74,0.8086749999999998
ph_3,public_health,soft_path_noAuto_syn5_noHier,True,True,False,5,False,0,0.74,0.780625
ph_3,public_health,soft_path_noAuto_syn5_hier,True,True,False,5,True,18,0.72,0.784375
ph_3,public_health,soft_path_noAuto_syn10_noHier,True,True,False,10,False,0,0.705,0.7422500000000001
ph_3,public_health,soft_path_noAuto_syn10_hier,True,True,False,10,True,18,0.725,0.78185
ph_4,public_health,hard_noPath_auto_syn0_noHier,False,False,True,0,False,0,0.725,0.8125749999999998
ph_4,public_health,hard_noPath_auto_syn0_hier,False,False,True,0,True,18,0.78,0.8254999999999999
ph_4,public_health,hard_noPath_auto_syn5_noHier,False,False,True,5,False,0,0.71,0.788
ph_4,public_health,hard_noPath_auto_syn5_hier,False,False,True,5,True,18,0.73,0.8044499999999999
ph_4,public_health,hard_noPath_auto_syn10_noHier,False,False,True,10,False,0,0.725,0.7764749999999999
ph_4,public_health,hard_noPath_auto_syn10_hier,False,False,True,10,True,18,0.75,0.80635
ph_4,public_health,hard_noPath_noAuto_syn0_noHier,False,False,False,0,False,0,0.72,0.7872
ph_4,public_health,hard_noPath_noAuto_syn0_hier,False,False,False,0,True,18,0.68,0.7662499999999999
ph_4,public_health,hard_noPath_noAuto_syn5_noHier,False,False,False,5,False,0,0.72,0.7937000000000001
ph_4,public_health,hard_noPath_noAuto_syn5_hier,False,False,False,5,True,18,0.71,0.7938000000000001
ph_4,public_health,hard_noPath_noAuto_syn10_noHier,False,False,False,10,False,0,0.69,0.7644000000000002
ph_4,public_health,hard_noPath_noAuto_syn10_hier,False,False,False,10,True,18,0.74,0.7807499999999999
ph_4,public_health,hard_path_auto_syn0_noHier,False,True,True,0,False,0,0.71,0.79705
ph_4,public_health,hard_path_auto_syn0_hier,False,True,True,0,True,18,0.76,0.83805
ph_4,public_health,hard_path_auto_syn5_noHier,False,True,True,5,False,0,0.725,0.811175
ph_4,public_health,hard_path_auto_syn5_hier,False,True,True,5,True,18,0.745,0.815175
ph_4,public_health,hard_path_auto_syn10_noHier,False,True,True,10,False,0,0.725,0.803125
ph_4,public_health,hard_path_auto_syn10_hier,False,True,True,10,True,18,0.695,0.788225
ph_4,public_health,hard_path_noAuto_syn0_noHier,False,True,False,0,False,0,0.72,0.7967500000000001
ph_4,public_health,hard_path_noAuto_syn0_hier,False,True,False,0,True,18,0.715,0.793075
ph_4,public_health,hard_path_noAuto_syn5_noHier,False,True,False,5,False,0,0.735,0.809375
ph_4,public_health,hard_path_noAuto_syn5_hier,False,True,False,5,True,18,0.76,0.8151
ph_4,public_health,hard_path_noAuto_syn10_noHier,False,True,False,10,False,0,0.75,0.8087
ph_4,public_health,hard_path_noAuto_syn10_hier,False,True,False,10,True,18,0.73,0.8103
ph_4,public_health,soft_noPath_auto_syn0_noHier,True,False,True,0,False,0,0.685,0.757775
ph_4,public_health,soft_noPath_auto_syn0_hier,True,False,True,0,True,18,0.7,0.7752999999999999
ph_4,public_health,soft_noPath_auto_syn5_noHier,True,False,True,5,False,0,0.65,0.7278000000000001
ph_4,public_health,soft_noPath_auto_syn5_hier,True,False,True,5,True,18,0.715,0.7737249999999999
ph_4,public_health,soft_noPath_auto_syn10_noHier,True,False,True,10,False,0,0.675,0.746725
ph_4,public_health,soft_noPath_auto_syn10_hier,True,False,True,10,True,18,0.67,0.7323
ph_4,public_health,soft_noPath_noAuto_syn0_noHier,True,False,False,0,False,0,0.69,0.7764000000000001
ph_4,public_health,soft_noPath_noAuto_syn0_hier,True,False,False,0,True,18,0.705,0.7883249999999999
ph_4,public_health,soft_noPath_noAuto_syn5_noHier,True,False,False,5,False,0,0.75,0.80035
ph_4,public_health,soft_noPath_noAuto_syn5_hier,True,False,False,5,True,18,0.74,0.806
ph_4,public_health,soft_noPath_noAuto_syn10_noHier,True,False,False,10,False,0,0.71,0.76625
ph_4,public_health,soft_noPath_noAuto_syn10_hier,True,False,False,10,True,18,0.705,0.7747250000000001
ph_4,public_health,soft_path_auto_syn0_noHier,True,True,True,0,False,0,0.71,0.7775000000000001
ph_4,public_health,soft_path_auto_syn0_hier,True,True,True,0,True,18,0.735,0.8057749999999999
ph_4,public_health,soft_path_auto_syn5_noHier,True,True,True,5,False,0,0.7,0.7835
ph_4,public_health,soft_path_auto_syn5_hier,True,True,True,5,True,18,0.72,0.78745
ph_4,public_health,soft_path_auto_syn10_noHier,True,True,True,10,False,0,0.69,0.7606000000000002
ph_4,public_health,soft_path_auto_syn10_hier,True,True,True,10,True,18,0.68,0.7539
ph_4,public_health,soft_path_noAuto_syn0_noHier,True,True,False,0,False,0,0.745,0.801375
ph_4,public_health,soft_path_noAuto_syn0_hier,True,True,False,0,True,18,0.75,0.8124999999999998
ph_4,public_health,soft_path_noAuto_syn5_noHier,True,True,False,5,False,0,0.75,0.8156
ph_4,public_health,soft_path_noAuto_syn5_hier,True,True,False,5,True,18,0.755,0.820275
ph_4,public_health,soft_path_noAuto_syn10_noHier,True,True,False,10,False,0,0.735,0.801375
ph_4,public_health,soft_path_noAuto_syn10_hier,True,True,False,10,True,18,0.735,0.8124750000000001
ph_5,public_health,hard_noPath_auto_syn0_noHier,False,False,True,0,False,0,0.615,0.6262500000000001
ph_5,public_health,hard_noPath_auto_syn0_hier,False,False,True,0,True,18,0.575,0.6183
ph_5,public_health,hard_noPath_auto_syn5_noHier,False,False,True,5,False,0,0.615,0.6192
ph_5,public_health,hard_noPath_auto_syn5_hier,False,False,True,5,True,18,0.59,0.614975
ph_5,public_health,hard_noPath_auto_syn10_noHier,False,False,True,10,False,0,0.595,0.601
ph_5,public_health,hard_noPath_auto_syn10_hier,False,False,True,10,True,18,0.595,0.61935
ph_5,public_health,hard_noPath_noAuto_syn0_noHier,False,False,False,0,False,0,0.55,0.6103750000000001
ph_5,public_health,hard_noPath_noAuto_syn0_hier,False,False,False,0,True,18,0.555,0.5793
ph_5,public_health,hard_noPath_noAuto_syn5_noHier,False,False,False,5,False,0,0.595,0.6096
ph_5,public_health,hard_noPath_noAuto_syn5_hier,False,False,False,5,True,18,0.59,0.5936750000000001
ph_5,public_health,hard_noPath_noAuto_syn10_noHier,False,False,False,10,False,0,0.625,0.64095
ph_5,public_health,hard_noPath_noAuto_syn10_hier,False,False,False,10,True,18,0.625,0.6253
ph_5,public_health,hard_path_auto_syn0_noHier,False,True,True,0,False,0,0.615,0.6375500000000001
ph_5,public_health,hard_path_auto_syn0_hier,False,True,True,0,True,18,0.605,0.6205999999999999
ph_5,public_health,hard_path_auto_syn5_noHier,False,True,True,5,False,0,0.6,0.6212249999999999
ph_5,public_health,hard_path_auto_syn5_hier,False,True,True,5,True,18,0.605,0.6194
ph_5,public_health,hard_path_auto_syn10_noHier,False,True,True,10,False,0,0.61,0.6265750000000001
ph_5,public_health,hard_path_auto_syn10_hier,False,True,True,10,True,18,0.595,0.61145
ph_5,public_health,hard_path_noAuto_syn0_noHier,False,True,False,0,False,0,0.575,0.6051
ph_5,public_health,hard_path_noAuto_syn0_hier,False,True,False,0,True,18,0.56,0.562775
ph_5,public_health,hard_path_noAuto_syn5_noHier,False,True,False,5,False,0,0.59,0.6013250000000001
ph_5,public_health,hard_path_noAuto_syn5_hier,False,True,False,5,True,18,0.55,0.585725
ph_5,public_health,hard_path_noAuto_syn10_noHier,False,True,False,10,False,0,0.62,0.644825
ph_5,public_health,hard_path_noAuto_syn10_hier,False,True,False,10,True,18,0.605,0.60775
ph_5,public_health,soft_noPath_auto_syn0_noHier,True,False,True,0,False,0,0.61,0.614575
ph_5,public_health,soft_noPath_auto_syn0_hier,True,False,True,0,True,18,0.62,0.6248750000000001
ph_5,public_health,soft_noPath_auto_syn5_noHier,True,False,True,5,False,0,0.61,0.616575
ph_5,public_health,soft_noPath_auto_syn5_hier,True,False,True,5,True,18,0.59,0.6191249999999999
ph_5,public_health,soft_noPath_auto_syn10_noHier,True,False,True,10,False,0,0.605,0.61665
ph_5,public_health,soft_noPath_auto_syn10_hier,True,False,True,10,True,18,0.6,0.6106750000000001
ph_5,public_health,soft_noPath_noAuto_syn0_noHier,True,False,False,0,False,0,0.56,0.607325
ph_5,public_health,soft_noPath_noAuto_syn0_hier,True,False,False,0,True,18,0.595,0.6039
ph_5,public_health,soft_noPath_noAuto_syn5_noHier,True,False,False,5,False,0,0.605,0.6089
ph_5,public_health,soft_noPath_noAuto_syn5_hier,True,False,False,5,True,18,0.59,0.6055250000000001
ph_5,public_health,soft_noPath_noAuto_syn10_noHier,True,False,False,10,False,0,0.615,0.6337999999999999
ph_5,public_health,soft_noPath_noAuto_syn10_hier,True,False,False,10,True,18,0.615,0.6174999999999999
ph_5,public_health,soft_path_auto_syn0_noHier,True,True,True,0,False,0,0.6,0.635675
ph_5,public_health,soft_path_auto_syn0_hier,True,True,True,0,True,18,0.595,0.6333
ph_5,public_health,soft_path_auto_syn5_noHier,True,True,True,5,False,0,0.6,0.616825
ph_5,public_health,soft_path_auto_syn5_hier,True,True,True,5,True,18,0.605,0.63265
ph_5,public_health,soft_path_auto_syn10_noHier,True,True,True,10,False,0,0.61,0.6255249999999999
ph_5,public_health,soft_path_auto_syn10_hier,True,True,True,10,True,18,0.575,0.6230499999999999
ph_5,public_health,soft_path_noAuto_syn0_noHier,True,True,False,0,False,0,0.59,0.618225
ph_5,public_health,soft_path_noAuto_syn0_hier,True,True,False,0,True,18,0.56,0.588875
ph_5,public_health,soft_path_noAuto_syn5_noHier,True,True,False,5,False,0,0.595,0.60615
ph_5,public_health,soft_path_noAuto_syn5_hier,True,True,False,5,True,18,0.57,0.584125
ph_5,public_health,soft_path_noAuto_syn10_noHier,True,True,False,10,False,0,0.63,0.630625
ph_5,public_health,soft_path_noAuto_syn10_hier,True,True,False,10,True,18,0.615,0.6262499999999999
doctor8,llm_legacy,hard_noPath_auto_syn0_noHier,False,False,True,0,False,0,0.77,0.8200499999999998
doctor8,llm_legacy,hard_noPath_auto_syn0_hier,False,False,True,0,True,18,0.75,0.81655
doctor8,llm_legacy,hard_noPath_auto_syn5_noHier,False,False,True,5,False,0,0.695,0.7915750000000001
doctor8,llm_legacy,hard_noPath_auto_syn5_hier,False,False,True,5,True,18,0.725,0.808125
doctor8,llm_legacy,hard_noPath_auto_syn10_noHier,False,False,True,10,False,0,0.7,0.78805
doctor8,llm_legacy,hard_noPath_auto_syn10_hier,False,False,True,10,True,18,0.7,0.7767
doctor8,llm_legacy,hard_noPath_noAuto_syn0_noHier,False,False,False,0,False,0,0.9,0.9551
doctor8,llm_legacy,hard_noPath_noAuto_syn0_hier,False,False,False,0,True,18,0.87,0.92645
doctor8,llm_legacy,hard_noPath_noAuto_syn5_noHier,False,False,False,5,False,0,0.825,0.931475
doctor8,llm_legacy,hard_noPath_noAuto_syn5_hier,False,False,False,5,True,18,0.77,0.8800000000000001
doctor8,llm_legacy,hard_noPath_noAuto_syn10_noHier,False,False,False,10,False,0,0.785,0.874525
doctor8,llm_legacy,hard_noPath_noAuto_syn10_hier,False,False,False,10,True,18,0.76,0.87065
doctor8,llm_legacy,hard_path_auto_syn0_noHier,False,True,True,0,False,0,0.76,0.8315499999999998
doctor8,llm_legacy,hard_path_auto_syn0_hier,False,True,True,0,True,18,0.745,0.837925
doctor8,llm_legacy,hard_path_auto_syn5_noHier,False,True,True,5,False,0,0.73,0.8119999999999999
doctor8,llm_legacy,hard_path_auto_syn5_hier,False,True,True,5,True,18,0.725,0.804575
doctor8,llm_legacy,hard_path_auto_syn10_noHier,False,True,True,10,False,0,0.67,0.7142999999999999
doctor8,llm_legacy,hard_path_auto_syn10_hier,False,True,True,10,True,18,0.72,0.8068
doctor8,llm_legacy,hard_path_noAuto_syn0_noHier,False,True,False,0,False,0,0.845,0.933275
doctor8,llm_legacy,hard_path_noAuto_syn0_hier,False,True,False,0,True,18,0.84,0.9099
doctor8,llm_legacy,hard_path_noAuto_syn5_noHier,False,True,False,5,False,0,0.83,0.9254
doctor8,llm_legacy,hard_path_noAuto_syn5_hier,False,True,False,5,True,18,0.825,0.893375
doctor8,llm_legacy,hard_path_noAuto_syn10_noHier,False,True,False,10,False,0,0.77,0.8647500000000001
doctor8,llm_legacy,hard_path_noAuto_syn10_hier,False,True,False,10,True,18,0.82,0.90315
doctor8,llm_legacy,soft_noPath_auto_syn0_noHier,True,False,True,0,False,0,0.675,0.720025
doctor8,llm_legacy,soft_noPath_auto_syn0_hier,True,False,True,0,True,18,0.665,0.7291250000000001
doctor8,llm_legacy,soft_noPath_auto_syn5_noHier,True,False,True,5,False,0,0.685,0.7404749999999999
doctor8,llm_legacy,soft_noPath_auto_syn5_hier,True,False,True,5,True,18,0.67,0.7488
doctor8,llm_legacy,soft_noPath_auto_syn10_noHier,True,False,True,10,False,0,0.655,0.7069749999999999
doctor8,llm_legacy,soft_noPath_auto_syn10_hier,True,False,True,10,True,18,0.66,0.7331
doctor8,llm_legacy,soft_noPath_noAuto_syn0_noHier,True,False,False,0,False,0,0.875,0.958375
doctor8,llm_legacy,soft_noPath_noAuto_syn0_hier,True,False,False,0,True,18,0.81,0.9192
doctor8,llm_legacy,soft_noPath_noAuto_syn5_noHier,True,False,False,5,False,0,0.845,0.935725
doctor8,llm_legacy,soft_noPath_noAuto_syn5_hier,True,False,False,5,True,18,0.81,0.9106
doctor8,llm_legacy,soft_noPath_noAuto_syn10_noHier,True,False,False,10,False,0,0.78,0.8716
doctor8,llm_legacy,soft_noPath_noAuto_syn10_hier,True,False,False,10,True,18,0.82,0.8988499999999999
doctor8,llm_legacy,soft_path_auto_syn0_noHier,True,True,True,0,False,0,0.645,0.706475
doctor8,llm_legacy,soft_path_auto_syn0_hier,True,True,True,0,True,18,0.69,0.75425
doctor8,llm_legacy,soft_path_auto_syn5_noHier,True,True,True,5,False,0,0.65,0.7157
doctor8,llm_legacy,soft_path_auto_syn5_hier,True,True,True,5,True,18,0.66,0.72745
doctor8,llm_legacy,soft_path_auto_syn10_noHier,True,True,True,10,False,0,0.69,0.72785
doctor8,llm_legacy,soft_path_auto_syn10_hier,True,True,True,10,True,18,0.69,0.72975
doctor8,llm_legacy,soft_path_noAuto_syn0_noHier,True,True,False,0,False,0,0.88,0.9599
doctor8,llm_legacy,soft_path_noAuto_syn0_hier,True,True,False,0,True,18,0.83,0.915
doctor8,llm_legacy,soft_path_noAuto_syn5_noHier,True,True,False,5,False,0,0.8,0.9286
doctor8,llm_legacy,soft_path_noAuto_syn5_hier,True,True,False,5,True,18,0.805,0.882525
doctor8,llm_legacy,soft_path_noAuto_syn10_noHier,True,True,False,10,False,0,0.795,0.886275
doctor8,llm_legacy,soft_path_noAuto_syn10_hier,True,True,False,10,True,18,0.815,0.880725
doctor9,llm_legacy,hard_noPath_auto_syn0_noHier,False,False,True,0,False,0,0.64,0.66885
doctor9,llm_legacy,hard_noPath_auto_syn0_hier,False,False,True,0,True,18,0.69,0.7481000000000001
doctor9,llm_legacy,hard_noPath_auto_syn5_noHier,False,False,True,5,False,0,0.685,0.754025
doctor9,llm_legacy,hard_noPath_auto_syn5_hier,False,False,True,5,True,18,0.67,0.7340500000000001
doctor9,llm_legacy,hard_noPath_auto_syn10_noHier,False,False,True,10,False,0,0.67,0.7287999999999999
doctor9,llm_legacy,hard_noPath_auto_syn10_hier,False,False,True,10,True,18,0.66,0.7137499999999999
doctor9,llm_legacy,hard_noPath_noAuto_syn0_noHier,False,False,False,0,False,0,0.92,0.97415
doctor9,llm_legacy,hard_noPath_noAuto_syn0_hier,False,False,False,0,True,18,0.865,0.947625
doctor9,llm_legacy,hard_noPath_noAuto_syn5_noHier,False,False,False,5,False,0,0.82,0.93455
doctor9,llm_legacy,hard_noPath_noAuto_syn5_hier,False,False,False,5,True,18,0.785,0.896225
doctor9,llm_legacy,hard_noPath_noAuto_syn10_noHier,False,False,False,10,False,0,0.775,0.8161750000000001
doctor9,llm_legacy,hard_noPath_noAuto_syn10_hier,False,False,False,10,True,18,0.715,0.805825
doctor9,llm_legacy,hard_path_auto_syn0_noHier,False,True,True,0,False,0,0.655,0.7068249999999999
doctor9,llm_legacy,hard_path_auto_syn0_hier,False,True,True,0,True,18,0.69,0.7414000000000001
doctor9,llm_legacy,hard_path_auto_syn5_noHier,False,True,True,5,False,0,0.645,0.675375
doctor9,llm_legacy,hard_path_auto_syn5_hier,False,True,True,5,True,18,0.675,0.7328250000000001
doctor9,llm_legacy,hard_path_auto_syn10_noHier,False,True,True,10,False,0,0.66,0.7216
doctor9,llm_legacy,hard_path_auto_syn10_hier,False,True,True,10,True,18,0.67,0.7443000000000001
doctor9,llm_legacy,hard_path_noAuto_syn0_noHier,False,True,False,0,False,0,0.89,0.9631
doctor9,llm_legacy,hard_path_noAuto_syn0_hier,False,True,False,0,True,18,0.87,0.9264
doctor9,llm_legacy,hard_path_noAuto_syn5_noHier,False,True,False,5,False,0,0.805,0.911825
doctor9,llm_legacy,hard_path_noAuto_syn5_hier,False,True,False,5,True,18,0.815,0.888525
doctor9,llm_legacy,hard_path_noAuto_syn10_noHier,False,True,False,10,False,0,0.73,0.7862
doctor9,llm_legacy,hard_path_noAuto_syn10_hier,False,True,False,10,True,18,0.695,0.777825
doctor9,llm_legacy,soft_noPath_auto_syn0_noHier,True,False,True,0,False,0,0.63,0.67895
doctor9,llm_legacy,soft_noPath_auto_syn0_hier,True,False,True,0,True,18,0.615,0.6781749999999999
